"Instrument","InstrumentSub","Sector","Periode","waarde"
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2001-07",122817
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2001-08",124483
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2001-09",127287
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2001-10",131208
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2001-11",133694
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2001-12",135180
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-01",140053
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-02",140758
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-03",141665
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-04",142438
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-05",145079
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-06",146718
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-07",147479
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-08",148365
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-09",149167
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-10",150567
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-11",150969
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2002-12",151458
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-01",159255
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-02",161089
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-03",162893
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-04",164421
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-05",167119
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-06",169070
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-07",171315
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-08",172397
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-09",173401
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-10",174739
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-11",174728
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2003-12",175931
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-01",181288
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-02",181947
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-03",183060
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-04",184532
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-05",186964
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-06",189624
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-07",190161
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-08",190978
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-09",191791
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-10",192238
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-11",192108
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2004-12",192080
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-01",196501
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-02",196509
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-03",197021
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-04",197046
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-05",199934
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-06",202879
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-07",204392
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-08",205025
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-09",206994
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-10",206293
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-11",206073
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2005-12",204555
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-01",209222
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-02",209272
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-03",210652
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-04",210223
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-05",212559
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-06",215027
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-07",214597
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-08",214823
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-09",214629
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-10",214206
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-11",214115
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2006-12",212745
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-01",214213
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-02",211283
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-03",210590
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-04",208021
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-05",210347
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-06",211453
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-07",206656
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-08",204312
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-09",202575
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-10",195363
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-11",192471
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2007-12",190188
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-01",189096
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-02",187213
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-03",187695
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-04",186089
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-05",186936
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-06",187890
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-07",182207
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-08",179459
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-09",176187
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-10",171323
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-11",170983
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2008-12",174427
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-01",183618
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-02",188645
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-03",194729
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-04",202604
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-05",209415
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-06",214441
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-07",220551
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-08",224209
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-09",226843
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-10",233207
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-11",237045
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2009-12",240937
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-01",258374
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-02",260617
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-03",263123
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-04",264041
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-05",267186
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-06",272028
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-07",273261
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-08",273613
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-09",273565
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-10",274538
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-11",273330
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2010-12",272441
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-01",276784
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-02",276540
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-03",276076
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-04",277079
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-05",279735
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-06",281128
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-07",281334
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-08",280553
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-09",279825
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-10",276895
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-11",272272
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2011-12",271079
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-01",275351
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-02",274157
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-03",273948
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-04",273694
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-05",276998
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-06",279065
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-07",279532
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-08",279927
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-09",279678
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-10",282350
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-11",286433
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2012-12",286397
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-01",292975
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-02",294672
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-03",294547
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-04",293692
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-05",297211
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-06",297999
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-07",297818
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-08",296379
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-09",295630
"Rekening courante tegoeden en spaargeld ","Deposito's met opzegtermijn (mln euro's) ","Huishoudens ","2013-10",294609
