"date","InternationalGDP_Germany_GDP","InternationalGDP_France_GDP","InternationalGDP_Italy_GDP","InternationalGDP_Spain_GDP","InternationalGDP_Belgium_GDP","NonFinancialCorporations_GrossValueAdded_12","NonFinancialCorporations_GrossOperatingSurplus_13","NonFinancialCorporations_GrossProfitsBeforeTaxes_14","NonFinancialCorporations_ProfitsFromForeignSubsidiaries_15","NonFinancialCorporations_ratios_ProfitRatio_16","NonFinancialCorporations_ratios_CapitalFormationRatio_17","FinancialCorporations_GrossValueAdded_19","FinancialCorporations_GrossProfitsBeforeTaxes_20","FinancialCorporations_ProfitsFromForeignSubsidiaries_21","FinancialCorporations_FinancialNetWorth_22","FinancialCorporations_PropertyIncomeReceived_23","FinancialCorporations_PropertyIncomePaid_24","FinancialCorporations_FinancialAssetsOfPensionFunds_26","MacroComponents_GrossDomesticProduct_2_seasonCorrected_expenditure","MacroComponents_Total_3_seasonCorrected_expenditure","MacroComponents_ImportsOfGoods_4_seasonCorrected_expenditure","MacroComponents_ImportsOfServices_5_seasonCorrected_expenditure","MacroComponents_HouseholdsIncludingNPISHs_9_seasonCorrected_expenditure","MacroComponents_GeneralGovernment_10_seasonCorrected_expenditure","MacroComponents_Total_11_seasonCorrected_expenditure","MacroComponents_EnterprisesAndHouseholds_12_seasonCorrected_expenditure","MacroComponents_GeneralGovernment_13_seasonCorrected_expenditure","MacroComponents_ChangesInInventoriesInclValuables_14_seasonCorrected_expenditure","MacroComponents_ExportsOfGoods_16_seasonCorrected_expenditure","MacroComponents_ExportsOfServices_17_seasonCorrected_expenditure","SectorProduction_AAgricultureForestryAndFishing_20_seasonCorrected_production","SectorProduction_BMiningAndQuarrying_22_seasonCorrected_production","SectorProduction_DElectricityAndGasSupply_35_seasonCorrected_production","SectorProduction_EWaterSupplyAndWasteManagement_36_seasonCorrected_production","SectorProduction_FConstruction_37_seasonCorrected_production","SectorProduction_JInformationAndCommunication_43_seasonCorrected_production","SectorProduction_KFinancialInstitutions_44_seasonCorrected_production","SectorProduction_LRentingBuyingSellingRealEstate_45_seasonCorrected_production","SectorProduction_RUCultureRecreationOtherServices_59_seasonCorrected_production","SectorProduction_TaxesLessSubsidiesOnProducts_60_seasonCorrected_production","SectorProduction_TaxesOnProducts_61_seasonCorrected_production","BusinessConfidence_All.enterprises..no.finance.or.energy._BusinessConfidence","BusinessConfidence_A.Agriculture..forestry.and.fishing_BusinessConfidence","BusinessConfidence_B.Mining.and.quarrying_BusinessConfidence","BusinessConfidence_C.Industry..H.S.services.and.45.47_BusinessConfidence","BusinessConfidence_C.Manufacturing_BusinessConfidence","BusinessConfidence_F.Construction_BusinessConfidence","BusinessConfidence_G.Wholesale.and.retail.trade_BusinessConfidence","BusinessConfidence_X45.Sale.and.repair.of.motor.vehicles_BusinessConfidence","BusinessConfidence_X46.Wholesale.trade..no.motor.vehicles._BusinessConfidence","BusinessConfidence_X47.Retail.trade..not.in.motor.vehicles._BusinessConfidence","BusinessSituationNextThreeMonths_All.enterprises..no.finance.or.energy.BusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_A.Agriculture..forestry.and.fishingBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_B.Mining.and.quarryingBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_C.Industry..H.S.services.and.45.47BusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_C.ManufacturingBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_F.ConstructionBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_G.Wholesale.and.retail.tradeBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_X45.Sale.and.repair.of.motor.vehiclesBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_X46.Wholesale.trade..no.motor.vehicles.BusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_X47.Retail.trade..not.in.motor.vehicles.BusinessSituationNextThreeMonths","BusinessSituationPastThreeMonths_All.enterprises..no.finance.or.energy.BusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_A.Agriculture..forestry.and.fishingBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_B.Mining.and.quarryingBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_C.Industry..H.S.services.and.45.47BusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_C.ManufacturingBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_F.ConstructionBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_G.Wholesale.and.retail.tradeBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_X45.Sale.and.repair.of.motor.vehiclesBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_X46.Wholesale.trade..no.motor.vehicles.BusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_X47.Retail.trade..not.in.motor.vehicles.BusinessSituationPastThreeMonths","BeloningSeizoengecorrigeerd_BeloningSeizoengecorrigeerd_2"
Jun 2014,208111.820367567,157112.602974833,116683.187275422,79610.4058689635,28258.7849204359,32278.4412972049,10712.3869968089,14632.9362937177,4412.40695081561,11.0436383146223,5.33276902904825,4593.83326438292,1848.82236649279,554.950273889291,4751.31059546434,0.561496652339007,0.428167169212448,385808.419097918,64505.9143486915,41512.5151719425,29007.8758650672,12352.0468598679,29487.0699873307,16601.7593122626,10902.5502957098,8581.54306360016,2301.62613602307,35.6015493090023,35846.869194863,12988.2193529913,1058.18764888381,1929.85814562761,696.555792636181,372.296174722419,2306.49313245054,2356.80274045853,4280.62825761038,3933.91628830304,1431.02221607536,7229.98912219443,7200.81775797279,0.783871931274522,-2.71955112519681,2.86988798794983,0.851503472286349,0.845896950815355,-1.87215440679576,2.14970211179013,-3.79042364935596,2.86875745180359,2.87535888034402,1.54833052958717,-1.57088202491378,3.68498599774982,1.57952880282547,1.75913129492965,-1.43537858416518,2.88855256715512,-2.45355075196746,3.88962269538776,3.15664270802464,0.0458862067020592,-3.87953942204378,2.0518292439487,0.124520930132598,-0.0760761603067171,-2.30024499068156,1.4018089574768,-5.11078846263971,1.84061818936215,2.64053425271936,27296.5195464433
Jul 2014,208738.543383116,157726.307595336,116667.510704498,79789.7263027061,28349.9939237679,31791.5768566002,12842.4881544033,16295.2770681818,4295.36913867861,13.4629190046606,4.44318205529863,4622.34542446912,2323.33737894555,521.934898996194,-1332.21879737474,0.545859076251117,0.4125385316655,392292.212009081,64378.364393261,41755.9272560092,29204.3164664204,12401.8099659604,29442.900633642,16601.5830541574,10690.0975767688,8351.90869364099,2312.29284459962,-8.22955368429992,35978.2866233271,13266.5265280671,1048.85479214246,1823.75705618311,691.936484162424,375.68846402403,2292.11926207198,2360.21050689116,4283.80198974565,3930.158182643,1432.66437572163,7249.46687998409,7220.11135291689,0.469887972018463,-2.73615521252694,2.85081173148921,0.603239926578237,0.516031523481176,-1.81910541255787,1.26574299292372,-2.54611893483088,1.84155764487487,1.58115318512498,1.43438558157361,-0.924593405034706,3.28127211884168,1.32598205450287,1.37286163969477,0.0750196180942754,2.60647529646059,-0.881341422624162,3.36797701849283,2.65030916094382,-0.479838178202654,-4.57917606452888,2.42718216749777,-0.120304959603071,-0.349706873866498,-3.69010844233822,-0.0842085560091445,-4.17885395980929,0.311559917976417,0.554789625611953,27336.7404186578
Aug 2014,209406.416599666,157979.35305396,116621.308533394,79978.6116841121,28422.950731775,31658.1781039989,13925.1473279994,17073.1544606615,4069.8328316354,14.6455499236747,4.36339877038725,4624.96439613883,2538.46309784958,543.979881025774,-2239.68704755345,0.532555375040807,0.399227473529638,397296.501230061,64439.4536094576,42077.084835019,29331.6892669434,12596.1432680132,29465.4328199883,16587.351699013,10885.161214457,8574.81858092046,2284.23988829404,-32.2651641694005,36107.4260129478,13333.4584257857,1059.63048385028,1838.66399168465,680.579293922167,378.52018833141,2336.43634792336,2369.40456833095,4286.74393047023,3935.60001924574,1433.32663384197,7204.23615944344,7174.60123696525,0.238976003190601,-2.71318982496427,3.53293386875715,0.413744095217531,0.346541524036749,-1.94151410457999,0.545445968514326,-2.12545355507645,1.20358945948654,0.471736872476484,1.30511015839001,-0.544576196288909,3.06938955998339,1.16810882654507,1.24664799611497,0.496354455088434,2.28109950644151,-0.277283023320216,2.98658283539948,2.13599390346575,-0.826390640776841,-4.9197031767535,4.00063377276171,-0.341282712334685,-0.55583439685657,-4.34499297349872,-1.19255651737377,-3.93672986424472,-0.57937458835233,-1.15773875037386,27419.990322718
Sep 2014,210115.440017218,157871.739350705,116544.580762108,80177.0620131817,28477.6553444571,31878.2450394009,13960.3645175973,16966.5684711567,3735.79802968598,14.5915310716647,5.09341917431411,4601.69017939205,2494.19952320487,621.085219978032,2028.9058449282,0.521585548708076,0.388233994804862,400821.286760857,64689.1819972814,42475.9879089717,29389.9942666362,12935.0467660264,29554.6665463696,16559.0652468296,11487.7412087742,9250.27272543854,2217.46726710634,-36.5052821462995,36234.287363725,13189.0150461472,1090.51472400726,1974.57895213224,662.484221915409,380.79134764456,2439.44439000466,2384.38492477789,4289.45407978412,3950.24179811126,1433.0089904364,7094.29696057247,7064.28741011786,0.091136024790936,-2.65065496250879,4.91625439975363,0.283015978204231,0.337426952482074,-2.23938048286214,-0.0111889614380452,-2.52842751009266,0.954852895638586,-0.452890057601462,1.16050426003637,-0.430830398676386,3.04933832117494,1.10590911895206,1.38049036419026,-0.17137407318271,1.91242519709789,-0.641375554055623,2.74544014610769,1.61369693559043,-0.993771181020505,-4.90112075871763,6.77218405974051,-0.538412328062245,-0.694458729276933,-4.26489858416306,-1.92323492661708,-4.384416175946,-0.832185329624087,-2.49705087523809,27546.2692586242
Oct 2014,210865.61363577,157403.466485572,116437.327390643,80385.0772899149,28514.1077618142,32451.7776628062,12948.1397231971,15975.5190996677,3293.26473283036,13.3008624486304,6.63324326707921,4552.5227742288,2190.54665501142,753.250915852967,11473.5598800702,0.512949597252926,0.379558095491171,402866.56860147,65127.5495567323,42952.6364778675,29379.2314654987,13418.5204600001,29710.6018127859,16516.7236976071,12497.8375597205,10378.2711271953,2111.97498103651,-20.949907614997,36358.8706756589,12833.1963891516,1141.50751261342,2231.50193752586,637.651268142153,382.501941963481,2601.1433883159,2405.15157623197,4291.93243768733,3974.08351923955,1431.71144550492,6919.64928337119,6889.16987237474,0.0263680368194685,-2.54855062516053,7.00077332447868,0.211055575538338,0.48868780881715,-2.71270454740431,-0.404161796933393,-3.75504079987952,1.09534795333101,-1.19272760510886,1.0005678865127,-0.583356012197139,3.22111840241634,1.13938293172385,1.77438874392062,-1.92816596671915,1.50045236842973,-1.97361901483038,2.64454895061748,1.08341825731786,-0.981979798933644,-4.52342881042128,10.7418330284342,-0.711693806785751,-0.765579871127586,-3.44982527433123,-2.27624378373908,-5.52191289491313,-0.446872305838856,-3.46314674898072,27715.5772263762
Nov 2014,211127.671813581,157247.84840511,116438.018504794,80627.223141662,28545.9400447928,32625.8275715529,12542.2287321992,15878.8674320446,3399.68285899368,12.802548456399,6.46826683996108,4536.58884226639,2045.4734467045,800.854152931975,14413.3034788031,0.501078411449444,0.36772054904437,413455.962610521,65422.2292790458,42927.5712616909,29515.1171660903,13267.9985384934,29829.1342698006,16493.5955370961,12065.4834776667,9971.817382238,2094.62067374167,-19.3486332709236,36524.1134968982,13277.844433039,1160.6250753049,2318.35623072987,629.204578592224,384.053134070601,2668.21059665679,2419.72955692151,4307.10269889764,3998.73131009196,1436.85347514336,6920.25040154248,6889.7630836579,0.0654000122120001,-2.36161157195307,6.64632306230093,0.284773793218111,0.609987166288057,-2.87150715298662,-0.424283658107185,-4.47041352241659,1.05896075275586,-1.00814128815407,0.960157878247254,-0.458970406429473,2.52322462091444,1.21821418612391,1.84207178091275,-2.7962394650639,1.39711988494039,-2.90146561890128,2.51091443878182,1.21328489476132,-0.867547104211696,-4.26143421553124,10.727870499282,-0.646243821377314,-0.58417525324456,-2.90868799112485,-2.20731316021527,-6.03985240347007,-0.390389820513407,-3.23231065568084,27745.9712985321
Dec 2014,210901.614550649,157404.885109319,116546.654104563,80903.499568423,28573.1521933929,32400.394765641,12742.6315446038,16676.6134682877,4055.05240817596,13.0965890949705,4.59848989295971,4553.88838350482,2058.97989828408,763.894931215058,10848.1366411267,0.48597199129763,0.352721355464459,432589.468788009,65573.2211642219,42400.7922604416,29797.6513684109,12483.4810015065,29910.2639174135,16489.6807652968,10190.6789626128,8030.91149056675,2165.40434522183,-31.7014591140795,36730.0158274429,14522.9591778093,1147.86741208168,2235.14183174427,637.144153265623,385.444923965918,2640.64601502731,2428.11886684651,4334.96486341504,4024.18517066849,1448.43507935172,7096.10031508634,7066.06704396736,0.208231950968531,-2.08983780288641,3.8529036132204,0.50417063124355,0.701325024894793,-2.71578829960907,-0.0715545449594215,-4.67454567770389,0.845691293913127,0.100868893262925,1.03927423524005,-0.0576735813733894,0.955656976669219,1.34240288215224,1.58353947516663,-2.77559456821695,1.60242774662988,-3.42491536626834,2.3445366106007,2.00329684792082,-0.65047309685466,-4.11513697404749,6.73029647228385,-0.342062371836935,-0.150244875627855,-2.64148673454392,-1.71644305604565,-5.93823470161681,-0.662737873647738,-1.80454259533844,27637.4514750917
Jan 2015,210187.441846974,157874.5765982,116763.234189948,81213.906570198,28595.7442076145,31775.4792450705,13549.3481604107,18368.7572083969,5259.37338037719,14.1829843643449,1.02391242607512,4604.42139794411,2231.06600975018,642.373250702216,778.059367041222,0.467630336797486,0.334560514751438,460267.087133937,65580.5252122607,41372.2994741198,30226.8340724606,11064.9678490393,29953.9907556248,16504.9793822091,6873.42401455871,4555.55345218153,2324.32599547698,-58.0083851444646,36976.5776672932,16568.5406234627,1103.23452294378,1981.85874056905,661.469992162352,386.677311649433,2518.44964342749,2430.31950600697,4375.51893123954,4050.44510096913,1466.45625813001,7447.19902400278,7418.08175330311,0.454863853089062,-1.73322931796056,-1.37948502276293,0.869246089614656,0.76270138463736,-2.24554798727167,0.654025542509899,-4.3674372657414,0.455539576802816,2.13430293914211,1.23791695749108,0.620534462971113,-1.48158453031931,1.51194901980885,0.998791826682273,-1.8662312761783,2.1163759534982,-3.54396825693154,2.14541546607414,3.45345411679634,-0.330757776862536,-4.08453708597004,-1.25088905256017,0.200850541835388,0.53621126172253,-2.64822150458843,-0.803633471230207,-5.21705978935337,-1.26391646524185,0.820157432046466,27390.0177560551
Feb 2015,209971.917285825,158149.31702177,116965.728568833,81515.5033929933,28630.484055459,31755.890931125,13630.0161940544,19086.7252371265,5986.6735881446,14.2923449084298,1.41233373979763,4639.23860309585,2313.78803030407,565.212892547344,-1232.50447676107,0.462322170574335,0.329099918509604,470000.176369966,65620.2073150748,43114.7016719495,30471.5041941276,12613.863674143,30017.929398459,16514.8194997803,7610.04226662616,5195.54885344908,2416.81191143303,-51.8288277937124,37170.0348767859,17367.530517279,1074.90040845147,1822.64391234846,682.44895776477,388.477424833237,2462.06331795692,2433.63003629186,4401.76824976601,4059.42625781744,1471.61935922707,7649.57443322981,7621.02411565972,0.725373938802399,-1.64415520825868,-5.42796841468656,1.13358038699644,0.931019436094982,-1.46882691873357,1.21990140749481,-3.11508221344473,0.591346964923126,2.99193424625532,1.38413991993553,0.574685626828904,-3.82970650932696,1.59537378936637,0.828511044549479,-0.964216996034912,2.45758104009163,-2.71575528689868,2.18657358038689,4.00090284641797,0.0722393857823973,-3.86348429947315,-6.98301864435105,0.635940863876928,1.03066684976823,-2.01373906865824,-0.0227059716036922,-3.54897121927248,-1.04127376420899,1.98621436485784,27276.1460092546
Mar 2015,210255.040867201,158229.10638003,117154.137241218,81808.2900368087,28677.3717369265,32341.6298238045,12984.6356455349,18830.5175544766,6236.95303147821,13.4246707272252,5.76375383412725,4658.33999896004,2307.14595994575,532.41385675044,4816.44510971984,0.470047492628178,0.336339566738958,461788.736496097,65692.2674726645,47627.9988539306,30531.6617334118,17130.1684768176,30102.0798459162,16519.2011180106,12400.5337188151,9950.89769436938,2442.86209308999,-13.162787061823,37310.3874559209,16919.9288592583,1062.86506860474,1757.49734708249,700.081050072878,390.845263517329,2471.48703861559,2438.05045770118,4413.71281899445,4051.12864121343,1463.92438264292,7703.22654276742,7674.89413103717,1.01976220810854,-1.82261547378076,-8.29254656255051,1.2971735233889,1.20627917926766,-0.38562509399476,1.6260730499953,-0.917480520813874,1.25311345827406,2.67376281460256,1.47794312257339,-0.195220089800016,-6.08870896035373,1.59267719082478,1.07269712876825,-0.0695517277867915,2.62604300641016,-0.940276456169781,2.46801095353897,3.6456430367857,0.558518391080139,-3.45197861455681,-10.4660923030888,0.963208594287684,1.33312188850924,-0.73803942675333,0.626339442833899,-0.933968991374152,0.0051902294508411,1.69362820309569,27295.8362346903
Apr 2015,211036.812591101,158113.944672981,117328.460207102,82092.2665016446,28736.4072520171,33532.6959231089,11613.2065148521,17600.1341604472,6010.21171037801,11.5799618207311,14.078172709064,4661.72558553669,2211.13979867522,543.976143311507,18924.908126484,0.490806302959017,0.356279459439499,435632.767512329,65796.7056850296,54912.1910200631,30407.3066903134,24613.8822570631,30206.4420979963,16518.1242368999,21244.8983711256,18821.5999749425,2402.47654044785,57.9897370512036,37397.6354046985,15225.7356494007,1067.1285034036,1786.41904477116,714.366269086676,393.780827701711,2546.72080540353,2443.58077023493,4411.35263892486,4025.55225115708,1443.37132837754,7608.15535261561,7579.69179943548,1.33802866100749,-2.2686101145268,-9.97321946635478,1.36002549879204,1.58848061415539,1.00405748694475,1.87254047001137,2.22536781215116,2.44083905685561,1.17978864418383,1.51932656540465,-1.68918268691565,-8.25859188339962,1.5038592241841,1.73135007933858,0.817764528566063,2.6217618524538,1.78246823525517,2.98972758553036,2.38767468789954,1.12807923903069,-2.85002003122102,-11.7001100287734,1.18265373306766,1.44357637794557,1.17887742112629,1.14350277208257,2.62794689434162,1.87547551573764,-0.0576010532399948,27449.0884323621
May 2015,211635.29607875,158076.770741483,117418.345793247,82347.4357416201,28772.9606917769,34130.1905056033,11408.4443460423,17142.6876916045,5670.61759731945,11.1338132285593,17.1731478960002,4650.77779302833,2223.78340935117,561.134607468143,24302.842785812,0.502891278322463,0.369054838035011,418311.199632141,65907.5359743487,57547.0957965489,30482.4879118037,27183.3990093272,30259.7010875191,16528.7618389473,24700.815755859,22304.3255638789,2366.02274695143,131.285565291058,37536.220838369,14249.6356098858,1077.09798455061,1803.33518561496,721.412872025119,396.429097971523,2583.48864304787,2450.52777069217,4412.24811471382,4000.49396527518,1434.95456852804,7543.27104061596,7514.87236695845,1.66407377847661,-1.95365118881821,-10.2884730925398,1.4557193685488,1.79267051226078,2.39843501697107,2.25475197250686,3.96705403627905,3.35714116385929,0.646453618441276,1.66517750205898,-2.02078632100782,-9.28211870161138,1.50376031438585,2.07250075747723,1.80127019622973,2.72937017462436,3.10130323167003,3.50286105438044,1.75742658475335,1.62441002174531,-1.88701536197131,-11.3335319386145,1.37552471796191,1.51350771684547,2.99894856725148,1.81516652533281,4.79746569501435,3.21144020050611,-0.50220757739392,27553.8351575085
Jun 2015,212050.491330148,158117.584585537,117423.793999651,82573.7977567354,28787.0320562059,34134.1135712878,12370.3491391056,17458.1781479483,5218.17069230254,12.0862249507096,15.0486793949359,4625.49662143498,2345.07679197361,583.88924922035,20950.249087704,0.50630241871852,0.374665702525492,409824.03285553,66024.7583406217,55532.7131833879,30757.2053978829,24838.7187336097,30261.8568144845,16551.1139241528,22768.2858730153,20399.0744611786,2333.50071260072,206.724697657739,37726.1437569325,13991.6287407135,1092.77351204578,1808.24576961388,721.220858888205,398.790074326766,2581.79055154861,2458.8914590729,4416.39924636132,3975.95378356773,1438.67410309442,7508.57360676843,7480.43583360607,1.9978975605159,-0.877738696654991,-9.23830744110546,1.58425513265916,1.81884887358383,3.79750749608418,2.77270755748176,4.3075781515698,4.0020197792851,1.07375773737489,1.91549593253637,-1.19003099207653,-9.159289414989,1.59238046143005,2.09614916318419,2.88096527520421,2.94886797292183,3.0162285330748,4.0074113600892,1.75489872734712,2.047510739224,-0.562964606807667,-9.36635803261211,1.54182154897043,1.54291590520896,4.72217401162224,2.64133070258463,5.57458741064403,4.01308428375624,0.359808630633914,27610.0764101295
Jul 2015,212282.398345294,158236.386205142,117344.804826316,82771.3525469905,28778.6213453042,33544.4651201623,14498.920894042,18546.6055294787,4652.87099532729,14.4371969871822,7.70476720587103,4585.88207075663,2575.01994654253,612.240068568128,8867.12703215995,0.501039724147185,0.373112052910944,410171.267182498,66148.3727838487,48869.0431805803,31231.4591485509,17579.8414299108,30212.9092788926,16585.1804925165,15447.3087225946,13105.8466668418,2304.91043739574,284.307134151247,37967.4041603889,14451.715041884,1114.15508588911,1801.15079676794,713.790229675935,400.863756767439,2541.62653090576,2468.67183537712,4423.80603386736,3951.93170603474,1454.52993207667,7504.06305107305,7476.38219937838,2.33950000712537,0.959127361962856,-6.82272251205189,1.74563279112313,1.66701569812456,5.2012749242841,3.42640722493607,3.2469401580234,4.37547490313303,2.46170100098468,2.27028185683682,0.803083299878207,-7.8901040235325,1.76971966531669,1.80229529645946,4.0568497654895,3.28025524734622,1.52724413946948,4.50337850265665,2.38009111568086,2.39738139146676,1.1221322342699,-5.79858831076623,1.68154422609324,1.53180094303602,6.34855375423857,3.62199530383802,4.95931204123069,4.28040776548804,2.52844757084351,27617.8121902251
Aug 2015,212429.30134011,158328.346956187,117411.378913245,82986.7768343114,28785.8776586006,33275.2041672592,15513.3731622446,19003.7582277523,4287.64282458801,15.5470422559137,3.66521375420155,4550.06688001957,2648.49077527786,591.647721978976,2400.25124415397,0.498944257393963,0.367889600824099,410391.875377366,66234.9968067689,45146.0932944432,31680.6782248047,13332.241031553,30193.4904358252,16586.3117652201,11244.5828930435,8930.40471812621,2283.08004054769,328.222392661189,38150.9161409613,14798.4503357636,1132.38416493311,1755.7639559805,694.589900115917,401.234359802028,2532.36562756573,2484.11305292034,4413.55320534335,3948.47740712544,1466.34644026473,7451.38812384442,7423.83214128767,2.54527561343371,1.44899835514518,-4.27678439574958,1.90175261239678,1.47879563066632,5.57626058812101,3.9700267230976,3.12157554111925,4.66223250674524,3.43741106614862,2.53126694528432,1.64904939795824,-6.205229658019,1.96176471730083,1.47711035743368,4.7081835639437,3.65291063044265,1.58456493646604,4.74983641130603,2.97632087600365,2.56181301092738,1.25180726883687,-2.38270464723009,1.80531672580401,1.48017149521577,6.44373337421373,4.32566497627285,4.66100916795433,4.61193281180496,3.89927162776328,27638.6369925802
Sep 2015,212491.200314596,158393.466838671,117623.516260439,83220.0706186981,28808.8009960952,33326.3307125785,15413.7059437134,18829.636242769,4122.4861800847,15.4157607569041,2.93001903992742,4518.05104922381,2565.4892781796,522.112209452895,1549.62172368608,0.500016018458852,0.358998346264957,410485.857440136,66284.6304093823,44363.8635249765,32104.8626266444,12095.9175385362,30203.6002852822,16554.5077422634,10160.108384362,7872.74861503203,2268.00952205658,338.470473187564,38276.6796986497,15031.8346223524,1147.46074917778,1672.08524725156,663.619870208148,399.901883430533,2554.00784152852,2505.21511170254,4385.64076078928,3965.59088683983,1474.1236276586,7350.54882508253,7322.78565933395,2.61522437944091,0.591874282891969,-1.60049309219853,2.05261459648009,1.25418867120913,4.92246448759489,4.40356605196633,3.93148430085735,4.86229259012172,4.0008879328667,2.69845119787887,1.34786730216356,-4.1046663184485,2.16851561738248,1.12059434610685,4.8349666705668,4.06683412221112,3.18819092406448,4.74678508603732,3.54358800831549,2.54080559760585,-0.173939503106769,0.881292957996326,1.91313904810275,1.3880275617482,5.0077128715477,4.75233971988913,4.67967879081498,5.007659422707,4.47228080139321,27672.5508171947
Oct 2015,212468.095268752,158431.745852594,117981.216867897,83471.2339001507,28847.3913577879,33697.8447561202,14199.9192384483,18024.2395745288,4157.40106181737,14.0433524901533,5.49918306304864,4489.83457836934,2326.01545524775,403.633530989884,6315.23847075629,0.504255007341853,0.346438289233517,410453.213370808,66297.2735916888,46522.3538721805,32504.0123540698,13870.8709508604,30243.2388272637,16489.7684236467,12193.8851965502,9932.87835755921,2259.6988819224,315.051375730372,38344.694833454,15151.8679016505,1159.38483862311,1550.11467058112,620.880139952631,396.866327652955,2606.55317279413,2531.97801172373,4340.06870020516,4003.27214517792,1477.86149425827,7201.5451547874,7173.24275351723,2.54934630514699,-1.61224485479676,1.20615139860127,2.19821874337307,0.993194819752976,3.23988662270574,4.72702521154227,5.6766664372377,4.97565515326248,4.15213160113893,2.77183461462048,-0.100462987505836,-1.588414004821,2.38997236556165,0.732747262478974,4.43719908535882,4.52202572265163,6.33812210226481,4.49422452685055,4.08189251261637,2.33435915150219,-3.15510808156101,3.99340450491301,2.00501119298946,1.25536914263332,2.0404922462405,4.90201953468686,5.01532090981262,5.46758759819417,4.24747509173333,27719.5536640686
Nov 2015,212819.947555727,158550.906216629,118219.579368839,83703.3242954009,28864.7954298702,33752.0896999155,13577.2831332958,17660.9607265722,4252.82898588751,13.3927360558506,6.91708677154246,4453.90452687872,2170.13540807897,366.788713131718,5009.96380445662,0.502123499056214,0.33346955805052,414074.39232537,66361.2291934988,47579.9610548461,32548.5405203738,14909.4560907962,30261.4693423113,16477.2572762575,13344.9155021846,11093.7520250216,2259.84706044706,215.158069568295,38422.6774920646,15147.7252952371,1170.82723201711,1487.53602347767,604.785102424279,394.957692968844,2651.52462601494,2540.18522793623,4306.87415990526,4006.988350879,1479.64984021449,7172.38537112307,7144.42496192513,2.59586705771327,-2.45409099812137,0.453198972350264,2.31095572256651,0.908050242074207,2.91432718945415,4.83762109277955,6.55546214340451,5.07225442910081,4.07584381735279,2.88630450784052,-0.662198319293807,-2.01804042279837,2.5528572784352,0.736225044712774,4.60985787503771,4.64430433077304,7.29701332011628,4.43541599191594,4.18004925422931,2.30697817634963,-4.28406916500381,2.92637901295742,2.07422083446904,1.08067768087961,1.21831790523332,4.98792483737115,5.81274075720257,5.70687894342034,4.00566734551836,27802.8891277356
Dec 2015,213546.75717552,158750.947930777,118338.603763264,83916.3418044484,28861.0132123419,33489.0655439643,13545.7976282559,17739.799698899,4408.76995229512,13.463911453996,7.1837301654089,4410.26089475194,2097.84913667328,411.577755878397,-2366.20227521291,0.493621493601933,0.320092152715963,421349.394303822,66476.4972148123,47536.6850729734,32238.4471255563,15211.6729583435,30258.2918304251,16516.9743000959,13613.1993012652,11355.3696174192,2268.45405763054,38.7905547013331,38510.6276744814,15019.4068031124,1181.78792935977,1484.34930594121,615.334757623089,394.175979378201,2688.92220119093,2529.83676034004,4286.05713988958,3976.73950394308,1479.48866552724,7263.06947408953,7236.33228455764,2.75478663713975,-1.93366414708186,-3.85935037095153,2.39082553406042,0.998754938172817,3.94578618784011,4.73535369567817,6.56787141935779,5.1520904176367,3.77202458150828,3.041860877539,-0.337338693200358,-5.39354557238062,2.65717035600315,1.13102769280825,5.35294303960348,4.43366994657533,6.0648645776189,4.5703594812335,3.83805823315432,2.45866267214818,-3.56082275343518,-2.31978351787043,2.1207679725415,0.863953176487069,2.54118984852618,5.01005562794199,7.07193833298481,5.72553345838549,3.7468575627483,27922.5572081958
